Month,DayOfMonth,Hour,Minute,SOUTH_WALL_Surface_Outside_Face_Incident_Solar_Radiation_Rate_per_Area,EAST_WALL_Surface_Outside_Face_Incident_Solar_Radiation_Rate_per_Area,NORTH_WALL_Surface_Outside_Face_Incident_Solar_Radiation_Rate_per_Area,WEST_WALL_Surface_Outside_Face_Incident_Solar_Radiation_Rate_per_Area,ROOF_Surface_Outside_Face_Incident_Solar_Radiation_Rate_per_Area,SOUTH_WINDOW_1_Surface_Outside_Face_Incident_Solar_Radiation_Rate_per_Area,SOUTH_WINDOW_1_Surface_Window_Transmitted_Solar_Radiation_Rate,SOUTH_WINDOW_2_Surface_Outside_Face_Incident_Solar_Radiation_Rate_per_Area,SOUTH_WINDOW_2_Surface_Window_Transmitted_Solar_Radiation_Rate,MAIN_ZONE_Zone_Mean_Air_Temperature,MAIN_ZONE_IDEAL_LOADS_Zone_Ideal_Loads_Supply_Air_Total_Heating_Energy,MAIN_ZONE_IDEAL_LOADS_Zone_Ideal_Loads_Supply_Air_Sensible_Cooling_Energy,MAIN_ZONE_IDEAL_LOADS_Zone_Ideal_Loads_Supply_Air_Total_Heating_Rate,MAIN_ZONE_IDEAL_LOADS_Zone_Ideal_Loads_Supply_Air_Sensible_Cooling_Rate
10,25,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4178163.3385666786,0.0,1160.600927379633,0.0
10,25,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4257299.087018854,0.0,1182.5830797274593,0.0
10,25,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4217662.318445758,0.0,1171.572866234933,0.0
10,25,7,0.0,73.94105970131186,200.37577157810634,12.395295640271051,12.395295640271051,34.21018385180159,73.94105970131186,207.23201320180976,73.94105970131186,207.23201320180976,20.0,3703024.770467732,0.0,1028.6179917965924,0.0
10,25,8,0.0,317.9924233057467,573.36848242257,58.29285153961331,58.29285153961331,207.33754423020557,317.9924233057467,1045.9817251986642,317.9924233057467,1045.9817251986642,20.058563885279973,1096966.5049772467,0.0,304.7129180492352,0.0
10,25,9,0.0,558.5033371750109,688.5328791016648,78.64604478184205,78.64604478184205,397.8474116814998,558.5033371750109,2027.0128612119365,558.5033371750109,2027.0128612119365,23.030121951975033,0.0,0.0,0.0,0.0
10,25,10,0.0,743.1888503737289,601.9902291439932,97.04054138420287,97.04054138420287,570.634162347209,743.1888503737289,2847.3437713291205,743.1888503737289,2847.3437713291205,26.925440329242324,0.0,4837623.732444707,0.0,1343.7843701235297
10,25,11,0.0,803.4907191627566,375.93601002928557,103.91325931327151,103.91325931327151,640.4281963993906,803.4907191627566,3152.9229893822812,803.4907191627566,3152.9229893822812,26.999999999978318,0.0,13732282.247484175,0.0,3814.5228465233813
10,25,12,0.0,825.8414195845733,156.14346720764894,112.41159986534929,129.5501166843749,665.7267021336544,825.8414195845733,3256.012554559548,825.8414195845733,3256.012554559548,26.999999999999808,0.0,18454478.48522833,0.0,5126.244023674537
10,25,13,0.0,822.8519806830876,107.99149340012542,107.99149340012542,327.8866049093437,657.6176868858448,822.8519806830876,3234.031041700022,822.8519806830876,3234.031041700022,26.999999999999996,0.0,20282222.474926725,0.0,5633.950687479646
10,25,14,0.0,717.1852187089573,102.62450711718887,102.62450711718887,521.4931177671895,554.1276021417435,717.1852187089573,2754.5616907821404,717.1852187089573,2754.5616907821404,27.0,0.0,19766574.56707179,0.0,5490.715157519942
10,25,15,0.0,531.8743396160697,93.75299234502866,93.75299234502866,596.6110992491563,395.98190582836173,531.8743396160697,1953.625202946604,531.8743396160697,1953.625202946604,27.000000000000004,0.0,16312278.126490958,0.0,4531.18836846971
10,25,16,0.0,335.89027387727435,64.58184147967347,64.58184147967347,545.9515865892788,231.282056474589,335.89027387727435,1141.751300254603,335.89027387727435,1141.751300254603,27.0,0.0,11468203.753651375,0.0,3185.6121537920485
10,25,17,0.0,33.1412886134281,14.396716896897907,14.396716896897907,61.04206605422374,32.39025704370559,33.1412886134281,107.98006244630497,33.1412886134281,107.98006244630497,27.0,0.0,4598744.719520164,0.0,1277.429088755601
10,25,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.831437307236392,0.0,435884.32086774276,0.0,121.07897801881744
10,25,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.016525868259862,0.0,0.0,0.0,0.0
10,25,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.971575661806742,0.0,0.0,0.0,0.0
10,25,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.232548488381788,0.0,0.0,0.0,0.0
10,25,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.051998385662507,594373.6715642835,0.0,165.10379765674543,0.0
